Predicted Date,Type of Error
2019-04-25 05:32:27.597867-05:00,DB Error
2019-04-25 05:32:27.652121-05:00,Gcm notification Exception
2019-04-25 05:32:28.359071-05:00,Gcm notification Exception
2019-04-25 05:32:28.432886-05:00,DB Error
2019-04-25 05:32:29.066032-05:00,Gcm notification Exception
2019-04-25 05:32:29.284047-05:00,DB Error
2019-04-25 05:32:29.593266-05:00,APIs Error Request
2019-04-25 05:32:29.773004-05:00,Gcm notification Exception
2019-04-25 05:32:30.119162-05:00,DB Error
2019-04-25 05:32:30.479986-05:00,Gcm notification Exception
2019-04-25 05:32:30.970228-05:00,DB Error
2019-04-25 05:32:31.186979-05:00,Gcm notification Exception
2019-04-25 05:32:31.805437-05:00,DB Error
2019-04-25 05:32:31.812132-05:00,APIs Error Request
2019-04-25 05:32:31.893982-05:00,Gcm notification Exception
2019-04-25 05:32:32.600996-05:00,Gcm notification Exception
2019-04-25 05:32:32.656410-05:00,DB Error
2019-04-25 05:32:33.308021-05:00,Gcm notification Exception
2019-04-25 05:32:33.491712-05:00,DB Error
2019-04-25 05:32:34.015056-05:00,Gcm notification Exception
2019-04-25 05:32:34.031089-05:00,APIs Error Request
2019-04-25 05:32:34.342592-05:00,DB Error
2019-04-25 05:32:34.722102-05:00,Gcm notification Exception
2019-04-25 05:32:35.177986-05:00,DB Error
2019-04-25 05:32:35.429158-05:00,Gcm notification Exception
2019-04-25 05:32:36.028774-05:00,DB Error
2019-04-25 05:32:36.136225-05:00,Gcm notification Exception
2019-04-25 05:32:36.250138-05:00,APIs Error Request
2019-04-25 05:32:36.843303-05:00,Gcm notification Exception
2019-04-25 05:32:36.864260-05:00,DB Error
2019-04-25 05:32:37.550391-05:00,Gcm notification Exception
2019-04-25 05:32:37.714957-05:00,DB Error
2019-04-25 05:32:38.257490-05:00,Gcm notification Exception
2019-04-25 05:32:38.469278-05:00,APIs Error Request
2019-04-25 05:32:38.550533-05:00,DB Error
2019-04-25 05:32:38.964600-05:00,Gcm notification Exception
2019-04-25 05:32:39.401141-05:00,DB Error
2019-04-25 05:32:39.671720-05:00,Gcm notification Exception
2019-04-25 05:32:40.236805-05:00,DB Error
2019-04-25 05:32:40.378851-05:00,Gcm notification Exception
2019-04-25 05:32:40.688509-05:00,APIs Error Request
2019-04-25 05:32:41.085993-05:00,Gcm notification Exception
2019-04-25 05:32:41.087325-05:00,DB Error
2019-04-25 05:32:41.793145-05:00,Gcm notification Exception
2019-04-25 05:32:41.923077-05:00,DB Error
2019-04-25 05:32:42.500308-05:00,Gcm notification Exception
2019-04-25 05:32:42.773510-05:00,DB Error
2019-04-25 05:32:42.907832-05:00,APIs Error Request
2019-04-25 05:32:43.207481-05:00,Gcm notification Exception
2019-04-25 05:32:43.609349-05:00,DB Error
2019-04-25 05:32:43.914665-05:00,Gcm notification Exception
2019-04-25 05:32:44.459695-05:00,DB Error
2019-04-25 05:32:44.621860-05:00,Gcm notification Exception
2019-04-25 05:32:45.127247-05:00,APIs Error Request
2019-04-25 05:32:45.295620-05:00,DB Error
2019-04-25 05:32:45.329065-05:00,Gcm notification Exception
2019-04-25 05:32:46.036281-05:00,Gcm notification Exception
2019-04-25 05:32:46.145881-05:00,DB Error
2019-04-25 05:32:46.743507-05:00,Gcm notification Exception
2019-04-25 05:32:46.981890-05:00,DB Error
2019-04-25 05:32:47.346752-05:00,APIs Error Request
2019-04-25 05:32:47.450745-05:00,Gcm notification Exception
2019-04-25 05:32:47.832067-05:00,DB Error
2019-04-25 05:32:48.157992-05:00,Gcm notification Exception
2019-04-25 05:32:48.668160-05:00,DB Error
2019-04-25 05:32:48.865251-05:00,Gcm notification Exception
2019-04-25 05:32:49.518254-05:00,DB Error
2019-04-25 05:32:49.566349-05:00,APIs Error Request
2019-04-25 05:32:49.572520-05:00,Gcm notification Exception
2019-04-25 05:32:50.279799-05:00,Gcm notification Exception
2019-04-25 05:32:50.354430-05:00,DB Error
2019-04-25 05:32:50.987090-05:00,Gcm notification Exception
2019-04-25 05:32:51.204441-05:00,DB Error
2019-04-25 05:32:51.694391-05:00,Gcm notification Exception
2019-04-25 05:32:51.786038-05:00,APIs Error Request
2019-04-25 05:32:52.040699-05:00,DB Error
2019-04-25 05:32:52.401702-05:00,Gcm notification Exception
2019-04-25 05:32:52.890629-05:00,DB Error
2019-04-25 05:32:53.109024-05:00,Gcm notification Exception
2019-04-25 05:32:53.726967-05:00,DB Error
2019-04-25 05:32:53.816357-05:00,Gcm notification Exception
2019-04-25 05:32:54.005818-05:00,APIs Error Request
2019-04-25 05:32:54.523701-05:00,Gcm notification Exception
2019-04-25 05:32:54.576817-05:00,DB Error
2019-04-25 05:32:55.231055-05:00,Gcm notification Exception
2019-04-25 05:32:55.413235-05:00,DB Error
2019-04-25 05:32:55.938419-05:00,Gcm notification Exception
2019-04-25 05:32:56.225689-05:00,APIs Error Request
2019-04-25 05:32:56.263005-05:00,DB Error
2019-04-25 05:32:56.645795-05:00,Gcm notification Exception
2019-04-25 05:32:57.099503-05:00,DB Error
2019-04-25 05:32:57.353181-05:00,Gcm notification Exception
2019-04-25 05:32:57.949194-05:00,DB Error
2019-04-25 05:32:58.060577-05:00,Gcm notification Exception
2019-04-25 05:32:58.445652-05:00,APIs Error Request
2019-04-25 05:32:58.767984-05:00,Gcm notification Exception
2019-04-25 05:32:58.785770-05:00,DB Error
2019-04-25 05:32:59.475402-05:00,Gcm notification Exception
2019-04-25 05:32:59.635384-05:00,DB Error
2019-04-25 05:33:00.182831-05:00,Gcm notification Exception
2019-04-25 05:33:00.472037-05:00,DB Error
2019-04-25 05:33:00.665706-05:00,APIs Error Request
2019-04-25 05:33:00.890270-05:00,Gcm notification Exception
2019-04-25 05:33:01.321574-05:00,DB Error
2019-04-25 05:33:01.597719-05:00,Gcm notification Exception
2019-04-25 05:33:02.158303-05:00,DB Error
2019-04-25 05:33:02.305180-05:00,Gcm notification Exception
2019-04-25 05:33:02.885852-05:00,APIs Error Request
2019-04-25 05:33:03.007765-05:00,DB Error
2019-04-25 05:33:03.012651-05:00,Gcm notification Exception
2019-04-25 05:33:03.720132-05:00,Gcm notification Exception
2019-04-25 05:33:03.844568-05:00,DB Error
2019-04-25 05:33:04.427624-05:00,Gcm notification Exception
2019-04-25 05:33:04.693955-05:00,DB Error
2019-04-25 05:33:05.106088-05:00,APIs Error Request
2019-04-25 05:33:05.135127-05:00,Gcm notification Exception
2019-04-25 05:33:05.530834-05:00,DB Error
2019-04-25 05:33:05.842641-05:00,Gcm notification Exception
2019-04-25 05:33:06.380147-05:00,DB Error
2019-04-25 05:33:06.550165-05:00,Gcm notification Exception
2019-04-25 05:33:07.217099-05:00,DB Error
2019-04-25 05:33:07.257700-05:00,Gcm notification Exception
2019-04-25 05:33:07.326417-05:00,APIs Error Request
2019-04-25 05:33:07.965245-05:00,Gcm notification Exception
2019-04-25 05:33:08.066339-05:00,DB Error
2019-04-25 05:33:08.672801-05:00,Gcm notification Exception
2019-04-25 05:33:08.903363-05:00,DB Error
2019-04-25 05:33:09.380367-05:00,Gcm notification Exception
2019-04-25 05:33:09.546836-05:00,APIs Error Request
2019-04-25 05:33:09.752531-05:00,DB Error
2019-04-25 05:33:10.087945-05:00,Gcm notification Exception
2019-04-25 05:33:10.589627-05:00,DB Error
2019-04-25 05:33:10.795532-05:00,Gcm notification Exception
2019-04-25 05:33:11.438723-05:00,DB Error
2019-04-25 05:33:11.503131-05:00,Gcm notification Exception
2019-04-25 05:33:11.767348-05:00,APIs Error Request
2019-04-25 05:33:12.210740-05:00,Gcm notification Exception
2019-04-25 05:33:12.275891-05:00,DB Error
2019-04-25 05:33:12.918360-05:00,Gcm notification Exception
2019-04-25 05:33:13.124916-05:00,DB Error
2019-04-25 05:33:13.625990-05:00,Gcm notification Exception
2019-04-25 05:33:13.962154-05:00,DB Error
2019-04-25 05:33:13.987950-05:00,APIs Error Request
2019-04-25 05:33:14.333631-05:00,Gcm notification Exception
2019-04-25 05:33:14.811110-05:00,DB Error
2019-04-25 05:33:15.041283-05:00,Gcm notification Exception
2019-04-25 05:33:15.648417-05:00,DB Error
2019-04-25 05:33:15.748945-05:00,Gcm notification Exception
2019-04-25 05:33:16.208644-05:00,APIs Error Request
2019-04-25 05:33:16.456618-05:00,Gcm notification Exception
2019-04-25 05:33:16.497304-05:00,DB Error
2019-04-25 05:33:17.164301-05:00,Gcm notification Exception
2019-04-25 05:33:17.334679-05:00,DB Error
2019-04-25 05:33:17.871995-05:00,Gcm notification Exception
2019-04-25 05:33:18.183498-05:00,DB Error
2019-04-25 05:33:18.429429-05:00,APIs Error Request
2019-04-25 05:33:18.579700-05:00,Gcm notification Exception
2019-04-25 05:33:19.020941-05:00,DB Error
2019-04-25 05:33:19.287416-05:00,Gcm notification Exception
2019-04-25 05:33:19.869693-05:00,DB Error
2019-04-25 05:33:19.995142-05:00,Gcm notification Exception
2019-04-25 05:33:20.650306-05:00,APIs Error Request
2019-04-25 05:33:20.702878-05:00,Gcm notification Exception
2019-04-25 05:33:20.707202-05:00,DB Error
2019-04-25 05:33:21.410625-05:00,Gcm notification Exception
2019-04-25 05:33:21.555888-05:00,DB Error
2019-04-25 05:33:22.118383-05:00,Gcm notification Exception
2019-04-25 05:33:22.393464-05:00,DB Error
2019-04-25 05:33:22.826152-05:00,Gcm notification Exception
2019-04-25 05:33:22.871274-05:00,APIs Error Request
2019-04-25 05:33:23.242083-05:00,DB Error
2019-04-25 05:33:23.533931-05:00,Gcm notification Exception
2019-04-25 05:33:24.079724-05:00,DB Error
2019-04-25 05:33:24.241721-05:00,Gcm notification Exception
2019-04-25 05:33:24.928279-05:00,DB Error
2019-04-25 05:33:24.949521-05:00,Gcm notification Exception
2019-04-25 05:33:25.092334-05:00,APIs Error Request
2019-04-25 05:33:25.657332-05:00,Gcm notification Exception
2019-04-25 05:33:25.765985-05:00,DB Error
2019-04-25 05:33:26.365154-05:00,Gcm notification Exception
2019-04-25 05:33:26.614475-05:00,DB Error
2019-04-25 05:33:27.072986-05:00,Gcm notification Exception
2019-04-25 05:33:27.313485-05:00,APIs Error Request
2019-04-25 05:33:27.452245-05:00,DB Error
2019-04-25 05:33:27.780829-05:00,Gcm notification Exception
2019-04-25 05:33:28.300672-05:00,DB Error
2019-04-25 05:33:28.488682-05:00,Gcm notification Exception
2019-04-25 05:33:29.138504-05:00,DB Error
2019-04-25 05:33:29.196546-05:00,Gcm notification Exception
2019-04-25 05:33:29.534727-05:00,APIs Error Request
2019-04-25 05:33:29.904421-05:00,Gcm notification Exception
2019-04-25 05:33:29.986869-05:00,DB Error
2019-04-25 05:33:30.612307-05:00,Gcm notification Exception
2019-04-25 05:33:30.824764-05:00,DB Error
2019-04-25 05:33:31.320203-05:00,Gcm notification Exception
2019-04-25 05:33:31.673066-05:00,DB Error
2019-04-25 05:33:31.756061-05:00,APIs Error Request
2019-04-25 05:33:32.028109-05:00,Gcm notification Exception
2019-04-25 05:33:32.511023-05:00,DB Error
2019-04-25 05:33:32.736027-05:00,Gcm notification Exception
2019-04-25 05:33:33.359264-05:00,DB Error
2019-04-25 05:33:33.443955-05:00,Gcm notification Exception
2019-04-25 05:33:33.977486-05:00,APIs Error Request
2019-04-25 05:33:34.151893-05:00,Gcm notification Exception
2019-04-25 05:33:34.197281-05:00,DB Error
2019-04-25 05:33:34.859842-05:00,Gcm notification Exception
2019-04-25 05:33:35.045462-05:00,DB Error
2019-04-25 05:33:35.567802-05:00,Gcm notification Exception
2019-04-25 05:33:35.883539-05:00,DB Error
2019-04-25 05:33:36.199002-05:00,APIs Error Request
2019-04-25 05:33:36.275772-05:00,Gcm notification Exception
2019-04-25 05:33:36.731661-05:00,DB Error
2019-04-25 05:33:36.983753-05:00,Gcm notification Exception
2019-04-25 05:33:37.569797-05:00,DB Error
2019-04-25 05:33:37.691745-05:00,Gcm notification Exception
2019-04-25 05:33:38.399747-05:00,Gcm notification Exception
2019-04-25 05:33:38.417859-05:00,DB Error
2019-04-25 05:33:38.420610-05:00,APIs Error Request
2019-04-25 05:33:39.107760-05:00,Gcm notification Exception
2019-04-25 05:33:39.256055-05:00,DB Error
2019-04-25 05:33:39.815784-05:00,Gcm notification Exception
2019-04-25 05:33:40.104059-05:00,DB Error
2019-04-25 05:33:40.523818-05:00,Gcm notification Exception
2019-04-25 05:33:40.642310-05:00,APIs Error Request
2019-04-25 05:33:40.942312-05:00,DB Error
2019-04-25 05:33:41.231863-05:00,Gcm notification Exception
2019-04-25 05:33:41.790258-05:00,DB Error
2019-04-25 05:33:41.939918-05:00,Gcm notification Exception
2019-04-25 05:33:42.628569-05:00,DB Error
2019-04-25 05:33:42.647984-05:00,Gcm notification Exception
2019-04-25 05:33:42.864100-05:00,APIs Error Request
2019-04-25 05:33:43.356061-05:00,Gcm notification Exception
2019-04-25 05:33:43.476458-05:00,DB Error
2019-04-25 05:33:44.064148-05:00,Gcm notification Exception
2019-04-25 05:33:44.314825-05:00,DB Error
2019-04-25 05:33:44.772246-05:00,Gcm notification Exception
2019-04-25 05:33:45.085983-05:00,APIs Error Request
2019-04-25 05:33:45.162658-05:00,DB Error
2019-04-25 05:33:45.480355-05:00,Gcm notification Exception
2019-04-25 05:33:46.001081-05:00,DB Error
2019-04-25 05:33:46.188474-05:00,Gcm notification Exception
2019-04-25 05:33:46.848859-05:00,DB Error
2019-04-25 05:33:46.896604-05:00,Gcm notification Exception
2019-04-25 05:33:47.307956-05:00,APIs Error Request
2019-04-25 05:33:47.604744-05:00,Gcm notification Exception
2019-04-25 05:33:47.687337-05:00,DB Error
2019-04-25 05:33:48.312895-05:00,Gcm notification Exception
2019-04-25 05:33:48.535059-05:00,DB Error
2019-04-25 05:33:49.021057-05:00,Gcm notification Exception
2019-04-25 05:33:49.373592-05:00,DB Error
2019-04-25 05:33:49.530021-05:00,APIs Error Request
2019-04-25 05:33:49.729229-05:00,Gcm notification Exception
2019-04-25 05:33:50.221261-05:00,DB Error
2019-04-25 05:33:50.437412-05:00,Gcm notification Exception
2019-04-25 05:33:51.059847-05:00,DB Error
2019-04-25 05:33:51.145606-05:00,Gcm notification Exception
2019-04-25 05:33:51.752177-05:00,APIs Error Request
2019-04-25 05:33:51.853810-05:00,Gcm notification Exception
2019-04-25 05:33:51.907462-05:00,DB Error
2019-04-25 05:33:52.562025-05:00,Gcm notification Exception
2019-04-25 05:33:52.746102-05:00,DB Error
2019-04-25 05:33:53.270250-05:00,Gcm notification Exception
2019-04-25 05:33:53.593664-05:00,DB Error
2019-04-25 05:33:53.974425-05:00,APIs Error Request
2019-04-25 05:33:53.978487-05:00,Gcm notification Exception
2019-04-25 05:33:54.432357-05:00,DB Error
2019-04-25 05:33:54.686733-05:00,Gcm notification Exception
2019-04-25 05:33:55.279866-05:00,DB Error
2019-04-25 05:33:55.394991-05:00,Gcm notification Exception
2019-04-25 05:33:56.103259-05:00,Gcm notification Exception
2019-04-25 05:33:56.118611-05:00,DB Error
2019-04-25 05:33:56.196764-05:00,APIs Error Request
2019-04-25 05:33:56.811537-05:00,Gcm notification Exception
2019-04-25 05:33:56.966068-05:00,DB Error
2019-04-25 05:33:57.519826-05:00,Gcm notification Exception
2019-04-25 05:33:57.804865-05:00,DB Error
2019-04-25 05:33:58.228126-05:00,Gcm notification Exception
2019-04-25 05:33:58.419195-05:00,APIs Error Request
2019-04-25 05:33:58.652271-05:00,DB Error
2019-04-25 05:33:58.936437-05:00,Gcm notification Exception
2019-04-25 05:33:59.491119-05:00,DB Error
2019-04-25 05:33:59.644758-05:00,Gcm notification Exception
2019-04-25 05:34:00.338474-05:00,DB Error
2019-04-25 05:34:00.353090-05:00,Gcm notification Exception
2019-04-25 05:34:00.641717-05:00,APIs Error Request
2019-04-25 05:34:01.061432-05:00,Gcm notification Exception
2019-04-25 05:34:01.177372-05:00,DB Error
2019-04-25 05:34:01.769785-05:00,Gcm notification Exception
2019-04-25 05:34:02.024677-05:00,DB Error
2019-04-25 05:34:02.478148-05:00,Gcm notification Exception
2019-04-25 05:34:02.863625-05:00,DB Error
2019-04-25 05:34:02.864330-05:00,APIs Error Request
2019-04-25 05:34:03.186523-05:00,Gcm notification Exception
2019-04-25 05:34:03.710881-05:00,DB Error
2019-04-25 05:34:03.894908-05:00,Gcm notification Exception
2019-04-25 05:34:04.549878-05:00,DB Error
2019-04-25 05:34:04.603303-05:00,Gcm notification Exception
2019-04-25 05:34:05.087035-05:00,APIs Error Request
2019-04-25 05:34:05.311709-05:00,Gcm notification Exception
2019-04-25 05:34:05.397085-05:00,DB Error
2019-04-25 05:34:06.020126-05:00,Gcm notification Exception
2019-04-25 05:34:06.236130-05:00,DB Error
2019-04-25 05:34:06.728553-05:00,Gcm notification Exception
2019-04-25 05:34:07.083289-05:00,DB Error
2019-04-25 05:34:07.309831-05:00,APIs Error Request
2019-04-25 05:34:07.436991-05:00,Gcm notification Exception
2019-04-25 05:34:07.922382-05:00,DB Error
2019-04-25 05:34:08.145440-05:00,Gcm notification Exception
2019-04-25 05:34:08.769493-05:00,DB Error
2019-04-25 05:34:08.853899-05:00,Gcm notification Exception
2019-04-25 05:34:09.532719-05:00,APIs Error Request
2019-04-25 05:34:09.562369-05:00,Gcm notification Exception
2019-04-25 05:34:09.608634-05:00,DB Error
2019-04-25 05:34:10.270850-05:00,Gcm notification Exception
2019-04-25 05:34:10.455698-05:00,DB Error
2019-04-25 05:34:10.979341-05:00,Gcm notification Exception
2019-04-25 05:34:11.294886-05:00,DB Error
2019-04-25 05:34:11.687842-05:00,Gcm notification Exception
2019-04-25 05:34:11.755698-05:00,APIs Error Request
2019-04-25 05:34:12.141903-05:00,DB Error
2019-04-25 05:34:12.396355-05:00,Gcm notification Exception
2019-04-25 05:34:12.981137-05:00,DB Error
2019-04-25 05:34:13.104878-05:00,Gcm notification Exception
2019-04-25 05:34:13.813412-05:00,Gcm notification Exception
2019-04-25 05:34:13.828108-05:00,DB Error
2019-04-25 05:34:13.978768-05:00,APIs Error Request
2019-04-25 05:34:14.521956-05:00,Gcm notification Exception
2019-04-25 05:34:14.667388-05:00,DB Error
2019-04-25 05:34:15.230511-05:00,Gcm notification Exception
2019-04-25 05:34:15.514314-05:00,DB Error
2019-04-25 05:34:15.939076-05:00,Gcm notification Exception
2019-04-25 05:34:16.201930-05:00,APIs Error Request
2019-04-25 05:34:16.353639-05:00,DB Error
2019-04-25 05:34:16.647652-05:00,Gcm notification Exception
2019-04-25 05:34:17.200520-05:00,DB Error
2019-04-25 05:34:17.356239-05:00,Gcm notification Exception
2019-04-25 05:34:18.039889-05:00,DB Error
2019-04-25 05:34:18.064837-05:00,Gcm notification Exception
2019-04-25 05:34:18.425183-05:00,APIs Error Request
2019-04-25 05:34:18.773445-05:00,Gcm notification Exception
2019-04-25 05:34:18.886726-05:00,DB Error
2019-04-25 05:34:19.482063-05:00,Gcm notification Exception
2019-04-25 05:34:19.726139-05:00,DB Error
2019-04-25 05:34:20.190692-05:00,Gcm notification Exception
2019-04-25 05:34:20.572932-05:00,DB Error
2019-04-25 05:34:20.648528-05:00,APIs Error Request
2019-04-25 05:34:20.899332-05:00,Gcm notification Exception
2019-04-25 05:34:21.412389-05:00,DB Error
2019-04-25 05:34:21.607983-05:00,Gcm notification Exception
